model,group,query_s,n,nmse,nmse_db,median_db,energy_weighted_db
W,near_normal,0.05000000074505806,162,0.15795862674713135,-8.01456650566891,-9.441962426075824,-7.949436012423946
W,near_normal,0.10000000149011612,162,0.2290150374174118,-6.401360003981321,-5.982995045982694,-6.324796373332719
W,near_normal,0.20000000298023224,162,0.2989482283592224,-5.24404015972192,-4.976504787539398,-5.15534554286077
W,near_normal,0.30000001192092896,162,0.3224225342273712,-4.915746128080059,-4.754990119126664,-4.795448610731184
W,near_normal,0.4000000059604645,162,0.34731525182724,-4.59276144881088,-4.636315526255118,-4.471363135578274
W,near_normal,0.5,162,0.4333258867263794,-3.6318536560074133,-3.389816311143411,-3.524885754241895
W,near_occlusion,0.009999999776482582,324,0.2521340548992157,-5.983684916660445,-13.283086742357328,-7.401330543111124
W,near_occlusion,0.019999999552965164,324,0.5561094880104065,-2.548396951849014,-8.817865285497707,-3.999940824314941
W,near_occlusion,0.05000000074505806,324,0.4511259198188782,-3.4570221943095483,-6.647536940901521,-4.49259238007516
W,near_occlusion,0.10000000149011612,324,0.5296728610992432,-2.7599227848366925,-5.0568608649699565,-3.3713463443797513
W,near_occlusion,0.20000000298023224,324,0.6416460871696472,-1.92704449766553,-4.357932328174683,-2.91034133287474
W,near_occlusion,0.30000001192092896,324,0.8599316477775574,-0.655360675619751,-3.4279017368363984,-2.2465115255995807
W,near_occlusion,0.4000000059604645,324,1.1064209938049316,0.43920407707847986,-2.90329223695392,-1.7324704023354076
W,near_occlusion,0.5,324,1.2538104057312012,0.9823186985202919,-1.871241756505024,-1.2216816464138776
W,los,0.009999999776482582,1087,0.13429014384746552,-8.719558609704222,-19.546972176355787,-8.802848335785402
W,los,0.019999999552965164,1084,0.22178982198238373,-6.540583876652606,-16.49704113636966,-6.414544804530971
W,los,0.05000000074505806,1085,0.1645144820213318,-7.83795865585642,-12.916709199580032,-1.3160723014972078
W,los,0.10000000149011612,1084,0.21445374190807343,-6.686663715473129,-10.568883596991805,-0.6559350665484602
W,los,0.20000000298023224,1082,0.25942060351371765,-5.859955346629814,-8.955006530999963,-0.30772226947425907
W,los,0.30000001192092896,1080,0.2916790544986725,-5.350947564876272,-8.082482721292013,-0.21416339518924754
W,los,0.4000000059604645,1078,0.326553612947464,-4.860455068979666,-7.2160514140512255,-0.17887626920180694
W,los,0.5,1076,0.4036557078361511,-3.939889020577652,-5.88246844081449,-0.13554592067336535
W,nlos,0.009999999776482582,209,1.2216796875,0.8695735305360801,-1.6932168533853882,0.9388254813605015
W,nlos,0.019999999552965164,212,3.865279197692871,5.871808694414188,0.12986069148251958,0.150051584196435
W,nlos,0.05000000074505806,211,18.0709228515625,12.569803318142368,1.0780723180128038,0.05305560764628155
W,nlos,0.10000000149011612,212,23.67455291748047,13.74281786310811,0.25814862067129984,0.0578021808082633
W,nlos,0.20000000298023224,214,36.43282699584961,15.614928715181495,0.06384825654866289,0.0213262558607916
W,nlos,0.30000001192092896,214,61.73218536376953,17.905116515763208,0.1108994321463247,0.049675253797078704
W,nlos,0.4000000059604645,214,69.83181762695312,18.440533462810638,0.17163181825267712,0.03737286944757539
W,nlos,0.5,214,49.46876907348633,16.943311039917642,0.5490160904431165,0.08412627530900368
W,switch_window,0.009999999776482582,202,0.5767854452133179,-2.389857072749216,-10.262305807546957,-6.119877074437126
W,switch_window,0.019999999552965164,202,0.9086090922355652,-0.41622921617829933,-5.556830256159535,-4.904670378323784
W,switch_window,0.05000000074505806,202,17.240266799926758,12.365439824190531,-2.17893474648129,-0.20530377442773523
W,switch_window,0.10000000149011612,202,24.216999053955078,13.841203248080276,-0.3413761210891817,-0.06177668921742742
W,switch_window,0.20000000298023224,202,37.97286605834961,15.794733773966204,-0.17081436020225244,-0.028796846326384316
W,switch_window,0.30000001192092896,202,64.9816665649414,18.127908453696353,-0.0014607319608236043,-0.016558162842773668
W,switch_window,0.4000000059604645,202,73.60150146484375,18.668866740011566,-0.0023878603311820613,-0.013141459891343873
W,switch_window,0.5,202,50.840641021728516,17.062110176971636,0.0662489336184595,-0.005968744526940211
WM,all,0.009999999776482582,1296,0.30369865894317627,-5.17557125812602,-15.111750431764175,-5.19394811858731
WM,all,0.019999999552965164,1296,0.7782571911811829,-1.0887685769860844,-12.361701913223255,-2.72864107801609
WM,all,0.05000000074505806,1296,1.7711713314056396,2.4826057399924877,-10.621479475690272,-1.222868077349574
WM,all,0.10000000149011612,1296,0.83000248670578,-0.8092060646611816,-9.531344128579976,-0.65560180218247
WM,all,0.20000000298023224,1296,0.47521713376045227,-3.2310790943369327,-7.96330595662006,-0.31608660693809976
WM,all,0.30000001192092896,1294,0.5270314812660217,-2.7816344222242826,-7.3225362803495315,-0.22295719697663818
WM,all,0.4000000059604645,1292,0.9995330572128296,-0.002028380363980165,-6.60118448148814,-0.18667698862510929
WM,all,0.5,1290,1.0095655918121338,0.04134540453179622,-5.611308558239909,-0.15909519135564446
WM,near,0.009999999776482582,648,0.2117123305797577,-6.742538470027983,-13.850995948524094,-7.427807285395438
WM,near,0.019999999552965164,648,0.3696129024028778,-4.322528768876186,-9.113595778972893,-5.2272943479850955
WM,near,0.05000000074505806,648,0.2552691400051117,-5.930016847475548,-10.981673103833351,-6.418510218894987
WM,near,0.10000000149011612,648,0.284736692905426,-5.455565634131681,-9.384825093495733,-5.73142099271272
