group,model,case,targets,nmse,nmse_db,median_nmse_db,p90_nmse_db,energy_weighted_nmse_db,complex_cosine,real_cosine,zero_prediction_cosines,amplitude_nmse_db,phase_aligned_nmse_db,worst_one_pct_error_share
far_los,WM,motion_16,2592,0.04171707577775918,-13.796861417146433,-18.898791121711746,-9.897977723722068,-13.655598994761204,0.979715092457347,0.9791362996714327,0,-17.286242382800317,-13.912652676639395,0.1466292648167776
far_los,WM,motion_2,2592,0.04172938909131265,-13.795579732133792,-18.900496473835105,-9.888917158281412,-13.65421320696225,0.9797081980230296,0.9791294295603253,0,-17.28620210927841,-13.911324949269893,0.1466205647318021
far_los,WM,offgrid_queries,2592,0.0334538611004617,-14.755537506060774,-19.040669966525183,-10.898552968845138,-14.739179404990303,0.9838280891361959,0.983445665699678,0,-18.38759059773663,-14.850516454893842,0.14344689649933928
far_los,WM,pattern_bursty,2592,0.042189795679254176,-13.747925778555526,-18.517734370253713,-9.999337733942818,-13.602998215649723,0.97950905634846,0.9789543671792053,0,-17.376082226093395,-13.858529459917017,0.14721010490252548
far_los,WM,pattern_gap,2592,0.041591164366227555,-13.809989211655036,-18.675673343256804,-10.03153700998023,-13.672991547043587,0.9797658968945935,0.9792009334185687,0,-17.27893733617414,-13.923438066396338,0.1449733762217806
far_los,WM,pattern_recent,2592,0.039287046663132985,-14.05750617309666,-18.27408081929356,-10.60355450213403,-13.933969316512023,0.9808128302645394,0.9803613753588363,0,-17.568561072431898,-14.153833195296503,0.14595811861311025
far_los,WM,pattern_uniform,2592,0.043491944953505016,-13.615911703137979,-19.11665708508355,-9.63715080644058,-13.504376226628988,0.9788068313835497,0.9782101982421408,0,-17.17871436564158,-13.7308357734485,0.14430036625669063
far_los,WM,rgb_10,2592,0.04171924223098687,-13.796635884978965,-18.89414109984413,-9.89518969775078,-13.655379010834984,0.9797149246801261,0.9791362256162756,0,-17.286055308957103,-13.912389010411273,0.14661422954441833
far_los,WM,rgb_2,2592,0.04171924223098687,-13.796635884978965,-18.89414109984413,-9.89518969775078,-13.655379010834984,0.9797149246801261,0.9791362256162756,0,-17.286055308957103,-13.912389010411273,0.14661422954441833
far_los,WM,wrong_uniform_clocks,2592,0.04144055665368568,-13.82574419527294,-18.89121727093881,-9.934102642903493,-13.683051747754922,0.9798434328383598,0.9792703102985462,0,-17.31633123220492,-13.94128260329994,0.14753884622289362
