group,model,query_ms,targets,nmse,nmse_db,median_nmse_db,p90_nmse_db,energy_weighted_nmse_db,complex_cosine,real_cosine,zero_prediction_cosines,amplitude_nmse_db,phase_aligned_nmse_db,worst_one_pct_error_share
near_los,WM,100.0,324,0.11040707454861823,-9.57003097449315,-13.679437937085018,-4.404261338204857,-9.496511574333827,0.9441745744414883,0.9420439895523088,0,-12.789291562386971,-9.727461696876414,0.06018125398467428
near_los,WM,200.0,324,0.11556665692923236,-9.371674496561198,-12.690878393336185,-4.862417460797025,-9.280565974912221,0.9408686455063953,0.9393067926931953,0,-12.889101903899585,-9.480802455279694,0.058540300433487076
near_los,WM,300.0,324,0.12296186280003238,-9.102295661520413,-12.094716561314039,-4.3912628961848,-8.98896733305065,0.9367978044678432,0.9352927471616312,0,-12.701620946052563,-9.198385228703252,0.06753405611799108
near_los,WM,400.0,324,0.1341729540458892,-8.723350183875272,-11.587817371228319,-4.361551855472963,-8.619938114868988,0.930569941139417,0.9290284346799311,0,-12.226944084500492,-8.809651370564701,0.06149888155785146
near_los,WM,500.0,324,0.1369093038060176,-8.635670379557116,-11.142450357563279,-4.650692906698453,-8.501905848580387,0.9295985833751499,0.9276914769023069,0,-12.35781487352411,-8.73722445676645,0.06337646663003114
near_los,WI,10.0,324,0.1845626041194491,-7.338562906871785,-14.484136497896412,-1.8280760360702273,-7.196724299969609,0.9138393573662366,0.9062022816628488,0,-10.604502631117253,-7.709140129618212,0.0785873529820183
near_los,WI,20.0,324,0.2352352314029792,-6.284976330294092,-9.603785254538382,-1.532844543676915,-6.260056161841787,0.8868646442706443,0.8809246561384159,0,-9.519685888385178,-6.503347645026131,0.04491090269374984
near_los,WI,50.0,324,0.10249730694206419,-9.892875452966743,-15.365843044116719,-5.153590507137795,-9.822375411701152,0.9500383782587427,0.9471749144152635,0,-13.103604067941777,-10.130654286909584,0.08870410319840312
near_los,WI,100.0,324,0.11065982530466398,-9.560100197289541,-13.717529812981201,-4.434509667746388,-9.487252382052084,0.9440437006753409,0.9418676978207624,0,-12.761187399807191,-9.720011166659381,0.06112837483583922
near_los,WI,200.0,324,0.11509616188076373,-9.38939158575226,-12.732044386748724,-4.91795998950902,-9.299149089383674,0.9409644470837859,0.9394797592682065,0,-12.878886540029619,-9.492924378594706,0.05907230862550906
near_los,WI,300.0,324,0.12095226516781798,-9.173859938529725,-12.050047699696316,-4.618233014058465,-9.058148354582457,0.9375152485249972,0.9361956932039213,0,-12.7548158336843,-9.258686745564852,0.06522762134776286
near_los,WI,400.0,324,0.1326460644078766,-8.773056309534041,-11.628786023717122,-4.4981916351881255,-8.668115264671965,0.9312753221614481,0.9299253752115675,0,-12.291092133470766,-8.848644605185259,0.062407979820032836
near_los,WI,500.0,324,0.13649713711484499,-8.648764574017152,-10.923871467007793,-4.710715225878465,-8.514461162876728,0.9298963767470476,0.928109149416588,0,-12.391748154747901,-8.74317817635523,0.06366352468413712
near_los,WMI,10.0,324,0.1839682604647465,-7.35257098153694,-14.488985832466067,-1.845319988656963,-7.210522350232821,0.9140362950350768,0.90644539965055,0,-10.616242964978133,-7.7217916470033,0.07869014077326061
