route,time_s,mean_abs_H_squared_db,los
site_02_route_00,2.338,-60.37082749109182,0
site_02_route_00,2.34,-59.58095038887504,0
site_02_route_00,2.342,-58.88954178815422,0
site_02_route_00,2.344,-61.15759459700823,0
site_02_route_00,2.346,-58.94552797786758,0
site_02_route_00,2.348,-59.68506938055111,0
site_02_route_00,2.35,-60.47656266522285,0
site_02_route_00,2.352,-59.721808401949474,0
site_02_route_00,2.354,-60.45630859671516,0
site_02_route_00,2.356,-58.98206238419226,0
site_02_route_00,2.358,-58.94168829245469,0
site_02_route_00,2.36,-59.62509229566595,0
site_02_route_00,2.362,-59.64273629934648,0
site_02_route_00,2.364,-60.42807090318515,0
site_02_route_00,2.366,-60.466946719521566,0
site_02_route_00,2.368,-59.74151371178371,0
site_02_route_00,2.37,-60.5280712513359,0
site_02_route_00,2.372,-59.05378014239818,0
site_02_route_00,2.374,-59.72872853289231,0
site_02_route_00,2.376,-59.691866672870695,0
site_02_route_00,2.378,-59.665443524361294,0
site_02_route_00,2.38,-60.419254377386295,0
site_02_route_00,2.382,-59.68584272131699,0
site_02_route_00,2.384,-59.71151731693875,0
site_02_route_00,2.386,-60.515981394211806,0
site_02_route_00,2.388,-59.77186886132199,0
site_02_route_00,2.39,-60.531702585249434,0
site_02_route_00,2.392,-59.73459392699396,0
site_02_route_00,2.394,-59.69602850050827,0
site_02_route_00,2.396,-60.42600881986885,0
site_02_route_00,2.398,-60.42183235768749,0
site_02_route_00,2.4,-59.67978312341184,0
site_02_route_00,2.402,-60.48276998331572,0
site_02_route_00,2.404,-59.7592787610878,0
site_02_route_00,2.406,-60.564692356669134,0
site_02_route_00,2.408,-61.400093236464144,0
site_02_route_00,2.41,-59.75521472020715,0
site_02_route_00,2.412,-62.23797398523401,0
site_02_route_00,2.414,-59.68592348088849,0
site_02_route_00,2.416,-59.681794097403625,0
site_02_route_00,2.418,-59.70497994674015,0
site_02_route_00,2.42,-59.746549944967775,0
site_02_route_00,2.422,-59.08178203317928,0
site_02_route_00,2.424,-60.5641195287882,0
site_02_route_00,2.426,-59.78165875348458,0
site_02_route_00,2.428,-59.74695645901407,0
site_02_route_00,2.43,-60.4694490309879,0
site_02_route_00,2.432,-59.67744565264195,0
site_02_route_00,2.434,-60.43268425837528,0
site_02_route_00,2.436,-58.99435385138009,0
site_02_route_00,2.438,-59.03146768171272,0
site_02_route_00,2.44,-59.77423336749606,0
site_02_route_00,2.442,-59.08163222822985,0
site_02_route_00,2.444,-59.778502900758994,0
site_02_route_00,2.446,-59.75829394789595,0
site_02_route_00,2.448,-59.715886846631975,0
site_02_route_00,2.45,-59.68634891440356,0
site_02_route_00,2.452,-59.683468200863175,0
site_02_route_00,2.454,-59.70864730305594,0
site_02_route_00,2.456,-59.75035509662952,0
site_02_route_00,2.458,-59.788851493566675,0
site_02_route_00,2.46,-60.579107057307596,0
site_02_route_00,2.462,-59.78925895203272,0
site_02_route_00,2.464,-60.519259623018336,0
site_02_route_00,2.466,-60.46951842076416,0
site_02_route_00,2.468,-59.67336225550873,0
site_02_route_00,2.47,-60.43510801163265,0
site_02_route_00,2.472,-60.46588451379427,0
site_02_route_00,2.474,-59.03884876682731,0
site_02_route_00,2.476,-59.78496063989725,0
site_02_route_00,2.478,-60.572759565145226,0
site_02_route_00,2.48,-59.77774618198937,0
site_02_route_00,2.482,-59.734033841903404,0
site_02_route_00,2.484,-58.98327382235712,0
site_02_route_00,2.486,-59.659176840746674,0
site_02_route_00,2.488,-60.428220649144926,0
site_02_route_00,2.49,-58.99216726197922,0
site_02_route_00,2.492,-60.509184663790336,0
site_02_route_00,2.494,-59.77068812626311,0
site_02_route_00,2.496,-59.77871005820724,0
site_02_route_00,2.498,-59.75585320880793,0
site_02_route_00,2.5,-59.696608812723646,0
site_02_route_00,2.502,-58.94889346203107,0
site_02_route_00,2.504,-59.623882421476964,0
site_02_route_00,2.506,-59.62805240148789,0
site_02_route_00,2.508,-59.66075669325258,0
site_02_route_00,2.51,-59.70843450721517,0
site_02_route_00,2.512,-60.51644146551543,0
site_02_route_00,2.514,-62.303779880738915,0
site_02_route_00,2.516,-62.26125121600819,0
site_02_route_00,2.518,-60.42579017543079,0
site_02_route_00,2.52,-61.21243270233474,0
site_02_route_00,2.522,-62.13214132012225,0
site_02_route_00,2.524,-63.18048028767315,0
site_02_route_00,2.526,-61.274291389191184,0
site_02_route_00,2.528,-60.47558696588145,0
site_02_route_00,2.53,-63.32743850687188,0
site_02_route_00,2.532,-63.333018859015844,0
site_02_route_00,2.534,-60.479831942626404,0
site_02_route_00,2.536,-62.19850397604589,0
site_02_route_00,2.538,-61.21420005626377,0
site_02_route_00,2.54,-63.12101837586633,0
site_02_route_00,2.542,-62.11049508397127,0
site_02_route_00,2.544,-61.24694416499978,0
site_02_route_00,2.546,-62.24702864558026,0
site_02_route_00,2.548,-59.73588519849805,0
site_02_route_00,2.55,-61.3441163471783,0
site_02_route_00,2.552,-62.2140094754646,0
site_02_route_00,2.554,-61.21294392995072,0
site_02_route_00,2.556,-61.16746643329415,0
site_02_route_00,2.558,-61.16599117235034,0
site_02_route_00,2.56,-62.122489560057865,0
site_02_route_00,2.562,-63.21271928855197,0
site_02_route_00,2.564,-61.297347319862624,0
site_02_route_00,2.566,-62.24534661271215,0
site_02_route_00,2.568,-59.68526331110927,0
site_02_route_00,2.57,-58.946413600157406,0
site_02_route_00,2.572,-60.37081425979379,0
site_02_route_00,2.574,-60.32949387476755,0
site_02_route_00,2.576,-58.85892021688886,0
site_02_route_00,2.578,-60.33903734883353,0
site_02_route_00,2.58,-58.92386983688346,0
site_02_route_00,2.582,-59.66321704504607,0
site_02_route_00,2.584,-60.45481100779628,0
site_02_route_00,2.586,-59.660781766168554,0
site_02_route_00,2.588,-60.36664868101016,0
site_02_route_00,2.59,-61.131946266849376,0
site_02_route_00,2.592,-59.51683681879683,0
site_02_route_00,2.594,-61.11376821733298,0
site_02_route_00,2.596,-60.33370934068243,0
site_02_route_00,2.598,-61.221988061697715,1
site_02_route_00,2.6,-61.25481327278068,1
site_02_route_00,2.602,-63.23615080257824,1
site_02_route_00,2.604,-62.162939591957766,1
site_02_route_00,2.606,-61.18943006783751,1
site_02_route_00,2.608,-61.14355476054701,1
site_02_route_00,2.61,-62.00198074857346,1
site_02_route_00,2.612,-60.26976168790735,1
site_02_route_00,2.614,-60.298198749183655,1
site_02_route_00,2.616,-62.07994752406161,1
site_02_route_00,2.618,-61.21387521586972,1
site_02_route_00,2.62,-61.2263617663161,1
site_02_route_00,2.622,-62.109528247168356,1
site_02_route_00,2.624,-61.124482470809866,1
site_02_route_00,2.626,-61.970973072362135,1
site_02_route_00,2.628,-61.04598040082982,1
site_02_route_00,2.63,-60.248400431160185,1
site_02_route_00,2.632,-61.126986357891084,1
site_02_route_00,2.634,-60.341657819953454,1
site_02_route_00,2.636,-63.13469927196762,1
site_02_route_00,2.638,-61.1680955589689,1
site_02_route_00,2.64,-60.29771825978617,1
site_02_route_00,2.642,-61.0878208248693,1
site_02_route_00,2.644,-61.06270966015628,1
site_02_route_00,2.646,-60.232928860335164,1
site_02_route_00,2.648,-61.973701255515856,1
site_02_route_00,2.65,-60.264694144848036,1
site_02_route_00,2.652,-62.03521687508889,1
site_02_route_00,2.654,-62.058073086075524,1
site_02_route_00,2.656,-60.30423837697204,1
site_02_route_00,2.658,-62.01153721840981,1
site_02_route_00,2.66,-61.047624364364964,1
site_02_route_00,2.662,-61.90773230776937,1
site_02_route_00,2.664,-60.999115698113975,1
site_02_route_00,2.666,-61.02728809269915,1
site_02_route_00,2.668,-61.06880710907327,1
site_02_route_00,2.67,-61.09399124070097,1
site_02_route_00,2.672,-60.257897462667955,1
site_02_route_00,2.674,-60.22415205820656,1
site_02_route_00,2.676,-60.184853004907815,1
site_02_route_00,2.678,-60.1579263039774,1
site_02_route_00,2.68,-61.862471756089306,1
site_02_route_00,2.682,-60.96922589852471,1
site_02_route_00,2.684,-60.978306463804884,1
site_02_route_00,2.686,-60.986615775766246,1
site_02_route_00,2.688,-61.88715979685989,1
site_02_route_00,2.69,-60.9846470445665,1
site_02_route_00,2.692,-60.15732616230014,1
site_02_route_00,2.694,-60.129071090991175,1
site_02_route_00,2.696,-60.90445920067032,1
site_02_route_00,2.698,-60.06652245870128,1
site_02_route_00,2.7,-60.869162191545826,1
site_02_route_00,2.702,-60.887427583192526,1
site_02_route_00,2.704,-60.100519488432624,1
site_02_route_00,2.706,-61.814844626204135,1
site_02_route_00,2.708,-60.09145560498972,1
site_02_route_00,2.71,-60.8639717123382,1
site_02_route_00,2.712,-60.82603017551406,1
site_02_route_00,2.714,-60.804678151488226,1
site_02_route_00,2.716,-61.68203148580695,1
site_02_route_00,2.718,-60.807193533608995,1
site_02_route_00,2.72,-60.00622792955292,1
site_02_route_00,2.722,-61.68570541821312,1
site_02_route_00,2.724,-60.79730229979377,1
site_02_route_00,2.726,-59.988410818003,1
site_02_route_00,2.728,-62.62963675395021,1
site_02_route_00,2.73,-59.96196471636607,1
site_02_route_00,2.732,-62.57177932478534,1
site_02_route_00,2.734,-61.57751684966384,1
site_02_route_00,2.736,-59.90060253924347,1
site_02_route_00,2.738,-63.6062461890885,1
site_02_route_00,2.74,-60.716835847306456,1
site_02_route_00,2.742,-59.92924828445504,1
site_02_route_00,2.744,-61.58809824431052,1
site_02_route_00,2.746,-59.89522655044737,1
site_02_route_00,2.748,-62.48192707304038,1
site_02_route_00,2.75,-61.503159446431674,1
site_02_route_00,2.752,-59.84213054886791,1
site_02_route_00,2.754,-61.49301171447809,1
site_02_route_00,2.756,-60.62613326005358,1
site_02_route_00,2.758,-60.62153440404987,1
site_02_route_00,2.76,-61.48340217212198,1
site_02_route_00,2.762,-60.6222569608417,1
site_02_route_00,2.764,-60.62318425351374,1
site_02_route_00,2.766,-61.475581454571596,1
site_02_route_00,2.768,-59.798644419031675,1
site_02_route_00,2.77,-60.5506164871574,1
site_02_route_00,2.772,-59.7450404630717,1
site_02_route_00,2.774,-59.74385068182778,1
site_02_route_00,2.776,-60.54423828365324,1
site_02_route_00,2.778,-59.78093634468613,1
site_02_route_00,2.78,-60.5725686631076,1
site_02_route_00,2.782,-60.5567259166303,1
site_02_route_00,2.784,-60.52666912300242,1
site_02_route_00,2.786,-60.496698045050934,1
site_02_route_00,2.788,-62.26759204778938,1
site_02_route_00,2.79,-59.69013238911454,1
site_02_route_00,2.792,-61.31690078151402,1
site_02_route_00,2.794,-59.69256454733334,1
site_02_route_00,2.796,-62.26983583928373,1
site_02_route_00,2.798,-62.284916911646,1
site_02_route_00,2.8,-60.49417743957137,1
site_02_route_00,2.802,-61.33024510243083,1
site_02_route_00,2.804,-60.44081421549894,1
site_02_route_00,2.806,-60.396902530705965,1
site_02_route_00,2.808,-61.209624393552616,1
site_02_route_00,2.81,-59.60115574856178,1
site_02_route_00,2.812,-62.17497232169761,1
site_02_route_00,2.814,-61.28547269900183,1
site_02_route_00,2.816,-60.447192763143114,1
site_02_route_00,2.818,-61.27388346131116,1
site_02_route_00,2.82,-59.614172276452734,1
site_02_route_00,2.822,-59.57386181468558,1
site_02_route_00,2.824,-60.3139827659238,1
site_02_route_00,2.826,-60.30586342878614,1
site_02_route_00,2.828,-61.15733340157209,1
site_02_route_00,2.83,-60.34441623433647,1
site_02_route_00,2.832,-60.36611756932047,1
site_02_route_00,2.834,-61.21024554970155,1
site_02_route_00,2.836,-60.35074587911084,1
site_02_route_00,2.838,-59.546433700015115,1
site_02_route_00,2.84,-60.26362019551865,1
site_02_route_00,2.842,-59.46778342171734,1
site_02_route_00,2.844,-61.94642071043091,1
site_02_route_00,2.846,-60.244654466103626,1
site_02_route_00,2.848,-60.2940440785763,1
site_02_route_00,2.85,-61.17017812894854,1
site_02_route_00,2.852,-59.56622492971947,1
site_02_route_00,2.854,-60.28656647564628,1
site_02_route_00,2.856,-61.04273066533957,1
site_02_route_00,2.858,-60.16223284091212,1
site_02_route_00,2.86,-60.96789205879901,1
site_02_route_00,2.862,-61.90230822214196,1
site_02_route_00,2.864,-61.063006487033476,1
site_02_route_00,2.866,-61.1127914828522,1
site_02_route_00,2.868,-59.52888946237177,1
site_02_route_00,2.87,-61.09403781675052,1
site_02_route_00,2.872,-60.210458167400304,1
site_02_route_00,2.874,-59.403363007651784,1
site_02_route_00,2.876,-60.122096842402684,1
site_02_route_00,2.878,-60.93856843424578,1
site_02_route_00,2.88,-60.15956943844847,1
site_02_route_00,2.882,-61.04418592238305,1
site_02_route_00,2.884,-59.51011957036968,1
site_02_route_00,2.886,-60.286643058088565,1
site_02_route_00,2.888,-61.076315474832946,1
site_02_route_00,2.89,-60.171233306199326,1
site_02_route_00,2.892,-60.09969410615916,1
site_02_route_00,2.894,-65.06112985345712,1
site_02_route_00,2.896,-72.40310712127382,1
site_02_route_00,2.898,-72.50533020581497,1
site_02_route_00,2.9,-72.66932966365546,1
site_02_route_00,2.902,-72.80729089688519,1
site_02_route_00,2.904,-72.84021161160874,1
site_02_route_00,2.906,-72.7488368094697,1
site_02_route_00,2.908,-72.58707746253693,1
site_02_route_00,2.91,-72.44157685286356,1
site_02_route_00,2.912,-72.3782791748222,1
site_02_route_00,2.914,-72.4370476347747,1
site_02_route_00,2.916,-72.56226744086942,1
site_02_route_00,2.918,-72.69779444792793,1
site_02_route_00,2.92,-72.77102694010335,1
site_02_route_00,2.922,-72.73968014288175,1
site_02_route_00,2.924,-72.62080893067267,1
site_02_route_00,2.926,-72.47874389763689,1
site_02_route_00,2.928,-72.38040163933579,1
site_02_route_00,2.93,-72.36630465293598,1
site_02_route_00,2.932,-72.43451555162774,1
site_02_route_00,2.934,-72.53924277252838,1
site_02_route_00,2.936,-72.61356817964077,1
site_02_route_00,2.938,-72.60454244439981,1
site_02_route_00,2.94,-72.50628026672624,1
site_02_route_00,2.942,-72.36487400154716,1
site_02_route_00,2.944,-72.10411438798242,1
site_02_route_00,2.946,-72.06430979154563,1
site_02_route_00,2.948,-72.12203176719628,1
site_02_route_00,2.95,-72.23108361027076,1
site_02_route_00,2.952,-72.32608990075595,1
site_02_route_00,2.954,-72.32645839803435,1
site_02_route_00,2.956,-72.22142870548002,1
site_02_route_00,2.958,-72.05699795939711,1
site_02_route_00,2.96,-71.90394993292324,1
site_02_route_00,2.962,-71.81907130463756,1
site_02_route_00,2.964,-71.82147707127004,1
site_02_route_00,2.966,-71.8897834374559,1
site_02_route_00,2.968,-71.97379134922093,1
site_02_route_00,2.97,-72.01323916276434,1
site_02_route_00,2.972,-71.97304331584124,1
site_02_route_00,2.974,-71.37354990060452,1
site_02_route_00,2.976,-71.19647965935324,1
site_02_route_00,2.978,-71.14652862892889,1
site_02_route_00,2.98,-71.23353776407487,1
site_02_route_00,2.982,-71.40129665709611,1
site_02_route_00,2.984,-71.5436033214492,1
site_02_route_00,2.986,-71.56335076151538,1
site_02_route_00,2.988,-71.43842716643347,1
site_02_route_00,2.99,-71.2383461068004,1
site_02_route_00,2.992,-71.06706478396264,1
site_02_route_00,2.994,-71.00176205393171,1
site_02_route_00,2.996,-71.06207861949653,1
site_02_route_00,2.998,-71.21104585088484,1
site_02_route_00,3.0,-71.36462683756618,1
site_02_route_00,3.002,-71.43471770158116,1
site_02_route_00,3.004,-71.37431607475882,1
site_02_route_00,3.006,-71.27109848394139,1
site_02_route_00,3.008,-71.12312266768144,1
site_02_route_00,3.01,-71.0719309915828,1
site_02_route_00,3.012,-71.13440482265031,1
site_02_route_00,3.014,-71.2728292228125,1
site_02_route_00,3.016,-71.42718606700899,1
site_02_route_00,3.018,-71.51604040774701,1
site_02_route_00,3.02,-71.4798877303741,1
site_02_route_00,3.022,-71.3488024827821,1
site_02_route_00,3.024,-71.20216010478299,1
site_02_route_00,3.026,-71.46384980722084,1
site_02_route_00,3.028,-71.00484384896512,1
site_02_route_00,3.03,-71.11277738783365,1
site_02_route_00,3.032,-71.28701763521103,1
site_02_route_00,3.034,-71.43061988431649,1
site_02_route_00,3.036,-71.46271425639377,1
site_02_route_00,3.038,-71.36894371229204,1
site_02_route_00,3.04,-71.21255569937533,1
site_02_route_00,3.042,-71.08356375896517,1
site_02_route_00,3.044,-71.0179471634314,1
site_02_route_00,3.046,-71.09520344672016,1
site_02_route_00,3.048,-71.24691598277964,1
site_02_route_00,3.05,-71.39185048483738,1
site_02_route_00,3.052,-71.4455295872175,1
site_02_route_00,3.054,-71.37175441585447,1
site_02_route_00,3.056,-71.20964204047166,1
site_02_route_00,3.058,-71.04635834615014,1
site_02_route_00,3.06,-70.96417392917405,1
site_02_route_00,3.062,-71.00239293732535,1
site_02_route_00,3.064,-71.13753559432587,1
site_02_route_00,3.066,-71.29369602337442,1
site_02_route_00,3.068,-71.37174530781027,1
site_02_route_00,3.07,-71.30785030387581,1
site_02_route_00,3.072,-71.08826346229519,1
site_02_route_00,3.074,-70.91163279917889,1
site_02_route_00,3.076,-70.86238714617897,1
site_02_route_00,3.078,-70.91685351643902,1
site_02_route_00,3.08,-71.05215502520713,1
site_02_route_00,3.082,-71.17954357834036,1
site_02_route_00,3.084,-71.20877338225745,1
site_02_route_00,3.086,-71.10874999423332,1
site_02_route_00,3.088,-70.92665052283078,1
site_02_route_00,3.09,-70.75284146647861,1
site_02_route_00,3.092,-70.67052366017086,1
site_02_route_00,3.094,-70.63484319510236,1
site_02_route_00,3.096,-70.69298687976145,1
site_02_route_00,3.098,-70.79677064926726,1
site_02_route_00,3.1,-70.88576213859935,1
site_02_route_00,3.102,-70.89493507792889,1
site_02_route_00,3.104,-70.80440846639311,1
site_02_route_00,3.106,-70.59491606824676,1
site_02_route_00,3.108,-70.47938345552875,1
site_02_route_00,3.11,-70.47481487737934,1
site_02_route_00,3.112,-70.5784549642245,1
site_02_route_00,3.114,-70.73172967363266,1
site_02_route_00,3.116,-70.73464067256455,1
site_02_route_00,3.118,-70.78272326966419,1
site_02_route_00,3.12,-70.72243221850506,1
site_02_route_00,3.122,-70.58609782282434,1
site_02_route_00,3.124,-70.44388003257582,1
site_02_route_00,3.126,-70.38986711233451,1
site_02_route_00,3.128,-70.4154107982682,1
site_02_route_00,3.13,-70.51843177110453,1
site_02_route_00,3.132,-70.6458873751707,1
site_02_route_00,3.134,-70.73171591777513,1
site_02_route_00,3.136,-70.73180646524831,1
site_02_route_00,3.138,-70.6510452567934,1
site_02_route_00,3.14,-70.53714770890595,1
site_02_route_00,3.142,-70.45070641243406,1
site_02_route_00,3.144,-70.43725052331206,1
site_02_route_00,3.146,-70.58612570402437,1
site_02_route_00,3.148,-70.74876973991272,1
site_02_route_00,3.15,-70.85516791413576,1
site_02_route_00,3.152,-70.84754232048701,1
site_02_route_00,3.154,-70.73401820859755,1
site_02_route_00,3.156,-70.58435083713385,1
site_02_route_00,3.158,-70.48369671785309,1
site_02_route_00,3.16,-70.48824384162222,1
site_02_route_00,3.162,-70.600905840184,1
site_02_route_00,3.164,-70.65138054932112,1
site_02_route_00,3.166,-70.7786460140782,1
site_02_route_00,3.168,-70.85554406800544,1
site_02_route_00,3.17,-70.83998030166272,1
site_02_route_00,3.172,-70.74223137984553,1
site_02_route_00,3.174,-70.61625000665528,1
site_02_route_00,3.176,-70.52474812563479,1
site_02_route_00,3.178,-70.50838756415015,1
site_02_route_00,3.18,-70.57191736469588,1
site_02_route_00,3.182,-70.68411891192443,1
site_02_route_00,3.184,-70.78926899661585,1
site_02_route_00,3.186,-70.8303371599728,1
site_02_route_00,3.188,-70.77947531950886,1
site_02_route_00,3.19,-70.65568931005261,1
site_02_route_00,3.192,-70.51504776773012,1
site_02_route_00,3.194,-70.41993931649911,1
site_02_route_00,3.196,-70.49026595409,1
site_02_route_00,3.198,-70.62081497705934,1
site_02_route_00,3.2,-70.72401975068799,1
site_02_route_00,3.202,-70.77150484407656,1
site_02_route_00,3.204,-70.69440488931238,1
site_02_route_00,3.206,-70.53228821955186,1
site_02_route_00,3.208,-70.36491344946744,1
site_02_route_00,3.21,-70.26760677390924,1
site_02_route_00,3.212,-70.27644375682502,1
site_02_route_00,3.214,-70.37604754502864,1
site_02_route_00,3.216,-70.5064761447208,1
site_02_route_00,3.218,-70.54207148360418,1
site_02_route_00,3.22,-70.56961130381656,1
site_02_route_00,3.222,-70.44948391027549,1
site_02_route_00,3.224,-70.28618781052904,1
site_02_route_00,3.226,-70.15546678116215,1
site_02_route_00,3.228,-70.11121369432797,1
site_02_route_00,3.23,-70.17011671764234,1
site_02_route_00,3.232,-70.30387104425208,1
site_02_route_00,3.234,-70.44687775702327,1
site_02_route_00,3.236,-70.78871250979594,1
site_02_route_00,3.238,-70.74532624729947,1
site_02_route_00,3.24,-70.59415810995733,1
site_02_route_00,3.242,-70.41395354340183,1
site_02_route_00,3.244,-70.29520893730479,1
site_02_route_00,3.246,-70.29631718605775,1
site_02_route_00,3.248,-70.42034868781654,1
site_02_route_00,3.25,-70.61144215257109,1
site_02_route_00,3.252,-70.77012368055006,1
site_02_route_00,3.254,-70.8028444631367,1
site_02_route_00,3.256,-70.6866885283394,1
site_02_route_00,3.258,-70.4875204478227,1
site_02_route_00,3.26,-70.3118624031844,1
site_02_route_00,3.262,-70.24408931098964,1
site_02_route_00,3.264,-70.30897560183193,1
site_02_route_00,3.266,-70.48517175983343,1
site_02_route_00,3.268,-70.69705608132122,1
site_02_route_00,3.27,-70.79528653125237,1
site_02_route_00,3.272,-70.74428828873519,1
site_02_route_00,3.274,-70.56557488749792,1
site_02_route_00,3.276,-70.35956513688744,1
site_02_route_00,3.278,-70.20713011174084,1
site_02_route_00,3.28,-70.21037384791411,1
site_02_route_00,3.282,-70.36289519595763,1
site_02_route_00,3.284,-70.60037527713347,1
site_02_route_00,3.286,-70.79964530989831,1
site_02_route_00,3.288,-70.83704177635543,1
site_02_route_00,3.29,-70.67934749207085,1
site_02_route_00,3.292,-70.42457113566992,1
site_02_route_00,3.294,-70.21022790475337,1
site_02_route_00,3.296,-70.14457745176607,1
site_02_route_00,3.298,-70.25978880791044,1
site_02_route_00,3.3,-70.50833480985062,1
site_02_route_00,3.302,-70.76778610649393,1
site_02_route_00,3.304,-70.88763165980917,1
site_02_route_00,3.306,-70.7883901578015,1
site_02_route_00,3.308,-70.5293028721499,1
site_02_route_00,3.31,-70.25835963811828,1
site_02_route_00,3.312,-70.11142531933486,1
site_02_route_00,3.314,-70.15464824143393,1
site_02_route_00,3.316,-70.37229971898189,1
site_02_route_00,3.318,-70.66730799686864,1
site_02_route_00,3.32,-70.87989798873915,1
site_02_route_00,3.322,-70.87504295348093,1
site_02_route_00,3.324,-70.64955651027053,1
site_02_route_00,3.326,-70.33937079552301,1
site_02_route_00,3.328,-70.10762587746032,1
site_02_route_00,3.33,-69.85861351769509,1
site_02_route_00,3.332,-70.027909655968,1
site_02_route_00,3.334,-70.33241748193346,1
site_02_route_00,3.336,-70.61729255716209,1
site_02_route_00,3.338,-70.7062995215445,1
site_02_route_00,3.34,-70.5282410339692,1
site_02_route_00,3.342,-70.19908528361026,1
site_02_route_00,3.344,-69.91463626854139,1
site_02_route_00,3.346,-69.8182366520391,1
site_02_route_00,3.348,-69.95995618181537,1
site_02_route_00,3.35,-70.28969014433521,1
site_02_route_00,3.352,-70.65751625986587,1
site_02_route_00,3.354,-70.85796653435634,1
site_02_route_00,3.356,-70.76515418799443,1
site_02_route_00,3.358,-70.45046740668137,1
site_02_route_00,3.36,-70.11478613712161,1
site_02_route_00,3.362,-69.93683809540398,1
site_02_route_00,3.364,-70.01812686054853,1
site_02_route_00,3.366,-70.30705231869902,1
site_02_route_00,3.368,-70.8701481768227,1
site_02_route_00,3.37,-71.08658200799019,1
site_02_route_00,3.372,-71.24538182873371,1
site_02_route_00,3.374,-71.26122141464229,1
site_02_route_00,3.376,-71.1349922532226,1
site_02_route_00,3.378,-70.95422608599901,1
site_02_route_00,3.38,-70.83168968724587,1
site_02_route_00,3.382,-70.84154959138316,1
site_02_route_00,3.384,-71.02612584869645,1
site_02_route_00,3.386,-71.274749464939,1
site_02_route_00,3.388,-71.44786558292624,1
site_02_route_00,3.39,-70.99034178022285,1
site_02_route_00,3.392,-70.51383011811248,1
site_02_route_00,3.394,-70.1576176140131,1
site_02_route_00,3.396,-70.0766490402265,1
site_02_route_00,3.398,-70.28812004779182,1
site_02_route_00,3.4,-70.71774331978547,1
site_02_route_00,3.402,-71.16166607631041,1
site_02_route_00,3.404,-71.32911059821217,1
site_02_route_00,3.406,-71.103097248235,1
site_02_route_00,3.408,-70.6368743146638,1
site_02_route_00,3.41,-70.21294501509537,1
site_02_route_00,3.412,-70.02750336485589,1
site_02_route_00,3.414,-70.1541842286065,1
site_02_route_00,3.416,-70.53908036830018,1
site_02_route_00,3.418,-71.00111531336348,1
site_02_route_00,3.42,-71.26300806206788,1
site_02_route_00,3.422,-71.13184822997577,1
site_02_route_00,3.424,-70.69786665468862,1
site_02_route_00,3.426,-70.24333770855242,1
site_02_route_00,3.428,-70.01405607275743,1
site_02_route_00,3.43,-70.05987187081249,1
site_02_route_00,3.432,-70.39735623619084,1
site_02_route_00,3.434,-70.86753201371758,1
site_02_route_00,3.436,-71.20589218224283,1
site_02_route_00,3.438,-71.17773679166488,1
site_02_route_00,3.44,-70.80505450014404,1
site_02_route_00,3.442,-70.34299660480295,1
site_02_route_00,3.444,-70.04470144523425,1
site_02_route_00,3.446,-70.04072078813442,1
site_02_route_00,3.448,-70.31411544392063,1
site_02_route_00,3.45,-70.76849441750429,1
site_02_route_00,3.452,-71.18549485475387,1
site_02_route_00,3.454,-71.30321415218182,1
site_02_route_00,3.456,-71.03816152647443,1
site_02_route_00,3.458,-70.60483180848918,1
site_02_route_00,3.46,-70.25803197011818,1
site_02_route_00,3.462,-70.16928566642174,1
site_02_route_00,3.464,-70.38522507972974,1
site_02_route_00,3.466,-70.82902323880344,1
site_02_route_00,3.468,-71.30517868189078,1
site_02_route_00,3.47,-71.53194866295667,1
site_02_route_00,3.472,-71.36244030353357,1
site_02_route_00,3.474,-70.94115407241175,1
site_02_route_00,3.476,-70.54918125115094,1
site_02_route_00,3.478,-70.37721212073276,1
site_02_route_00,3.48,-70.55340664253646,1
site_02_route_00,3.482,-70.97729105395278,1
site_02_route_00,3.484,-71.48408621714479,1
site_02_route_00,3.486,-71.7852344309331,1
site_02_route_00,3.488,-71.68042569104556,1
site_02_route_00,3.49,-71.26893577824622,1
site_02_route_00,3.492,-70.84071227043006,1
site_02_route_00,3.494,-70.62673475914517,1
site_02_route_00,3.496,-70.7289586465244,1
site_02_route_00,3.498,-71.11758045807579,1
site_02_route_00,3.5,-71.59710167724435,1
site_02_route_00,3.502,-71.94713897760218,1
site_02_route_00,3.504,-71.90062538659933,1
site_02_route_00,3.506,-71.50669949115692,1
site_02_route_00,3.508,-71.04308140694226,1
site_02_route_00,3.51,-70.76468529763592,1
site_02_route_00,3.512,-70.66503780323687,1
site_02_route_00,3.514,-71.09960140991609,1
site_02_route_00,3.516,-71.62692371030258,1
site_02_route_00,3.518,-71.9900640354646,1
site_02_route_00,3.52,-72.02981027400827,1
site_02_route_00,3.522,-71.68512836889978,1
site_02_route_00,3.524,-71.21603482781062,1
site_02_route_00,3.526,-70.89716255757891,1
site_02_route_00,3.528,-70.87559701093268,1
site_02_route_00,3.53,-71.10041886546827,1
site_02_route_00,3.532,-71.6599919622752,1
site_02_route_00,3.534,-72.08073881938142,1
site_02_route_00,3.536,-72.15705798249894,1
site_02_route_00,3.538,-71.83595861175031,1
site_02_route_00,3.54,-71.34016198608174,1
site_02_route_00,3.542,-70.99414315478116,1
site_02_route_00,3.544,-70.93877783312165,1
site_02_route_00,3.546,-71.19599899621605,1
site_02_route_00,3.548,-71.63209781354696,1
site_02_route_00,3.55,-72.05081177522675,1
site_02_route_00,3.552,-72.1606381190761,1
