family,case,model,n,nmse_linear,nmse_db,energy_weighted_nmse_db,median_sample_nmse_db,p90_sample_nmse_db,amplitude_nmse,shape_correlation,gain_abs_error_db,gain_bias_db,predicted_gain_below_truth_20db_fraction
cruise,timestamps_jitter_20,hold,1200,0.059511876849307255,-12.253963530045011,-11.507196023827166,-17.66730167530349,-7.124183109396145,0.009163825959149108,0.9431185889244079,0.09464887273818097,-0.05467421503136317,0.0
cruise,timestamps_jitter_20,linear,1200,0.03994217551754749,-13.98568284244104,-12.813317578563158,-19.25330240700883,-9.844642159368666,0.02240083759854315,0.9725408547123273,0.4175479038763297,0.41266762726680706,0.0
cruise,timestamps_jitter_20,kalman,1200,0.03870010162262285,-14.122878945654197,-12.892605323296888,-19.408916183251293,-9.998446237356529,0.021479158408474176,0.9726474145551522,0.3765782785093082,0.369215303252422,0.0
cruise,timestamps_jitter_20,harmonic,1200,0.05126528226799564,-12.90176647046609,-11.674167612818335,-18.641102177018936,-8.573743141525895,0.02269741327140461,0.962053895543019,0.3656080871050775,0.3544732070230505,0.0
cruise,timestamps_jitter_20,cru,1200,0.04811044243245609,-13.177606492273302,-11.971038242864871,-18.76720643140927,-8.373177577061483,0.02209550255122546,0.953991981074214,0.3276829463270163,-0.30532605957091924,0.0
cruise,timestamps_jitter_20,latent_ode,1200,0.05052622865946129,-12.964831168322274,-11.935367312376346,-18.481492096556927,-8.279613205508017,0.019653558119498486,0.9515830207367738,0.18187054863930827,-0.06624174646733688,0.0
cruise,timestamps_jitter_20,neural_flow,1200,0.04848179981667878,-13.144212659881598,-11.94488037721104,-18.684651720770436,-8.391585880407543,0.02049890832066012,0.9530140841503938,0.24204100552364327,-0.22866414861777912,0.0
cruise,timestamps_jitter_20,tpatchgnn,1200,0.021987764999842816,-16.57818913320683,-15.269064766349072,-20.81253211600483,-12.214113320251347,0.011257032854094481,0.9796948941300313,0.21241413533149475,-0.04490898181240785,0.0
cruise,timestamps_jitter_20,time_rwkv_csi,1200,0.050813993462046105,-12.940166726280262,-11.818322296344181,-18.51578039977587,-8.314120434664133,0.019372237254065113,0.9520828242351611,0.22732925663208636,-0.10096296399723845,0.0
cruise,timestamps_jitter_20,ct_transformer_csi,1200,0.02486875217798418,-16.04346005474393,-15.040348555297442,-20.201812216518178,-11.308199395022761,0.011971919416998086,0.976997862358888,0.27238325567385496,-0.2412890873023025,0.0
